ID_Lahan,Tgl_Panen_Date,Hasil_Panen_Ton/Ha,Kode_Musim,Kode_Kualitas_Tanah,ID_Varietas,Hari_Panen,Tahun_Panen,Bulan_Panen,Kuartal_Panen,Musim_Teks,Kategori_Kualitas_Tanah,Kategori_Hasil,Panen_TahunMusim
LHN_1263,8/28/2023 0:00,6.5,Musim_2,KT_E,V_Hibrida,Monday,2023,August,Q3,Musim Tanam 2,Buruk,Tinggi,Musim_2 - 2023
LHN_4207,8/30/2023 0:00,5.4,Musim_2,KT_E,V_Hibrida,Wednesday,2023,August,Q3,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2023
LHN_4191,8/30/2023 0:00,7,Musim_2,KT_E,V_Hibrida,Wednesday,2023,August,Q3,Musim Tanam 2,Buruk,Tinggi,Musim_2 - 2023
LHN_1917,9/2/2023 0:00,6.3,Musim_2,KT_E,V_Hibrida,Saturday,2023,September,Q3,Musim Tanam 2,Buruk,Tinggi,Musim_2 - 2023
LHN_4715,9/4/2023 0:00,5.2,Musim_2,KT_E,V_Hibrida,Monday,2023,September,Q3,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2023
LHN_0366,9/5/2023 0:00,6.4,Musim_2,KT_E,V_Hibrida,Tuesday,2023,September,Q3,Musim Tanam 2,Buruk,Tinggi,Musim_2 - 2023
LHN_2621,9/8/2023 0:00,5.3,Musim_2,KT_E,V_Hibrida,Friday,2023,September,Q3,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2023
LHN_1394,9/8/2023 0:00,5.1,Musim_2,KT_E,V_Hibrida,Friday,2023,September,Q3,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2023
LHN_3580,9/8/2023 0:00,4.9,Musim_2,KT_E,V_Hibrida,Friday,2023,September,Q3,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2023
LHN_2338,9/9/2023 0:00,5.1,Musim_2,KT_E,V_Hibrida,Saturday,2023,September,Q3,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2023
LHN_2448,9/11/2023 0:00,5.2,Musim_2,KT_E,V_Hibrida,Monday,2023,September,Q3,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2023
LHN_1772,9/11/2023 0:00,5.5,Musim_2,KT_E,V_Hibrida,Monday,2023,September,Q3,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2023
LHN_1347,9/12/2023 0:00,5.2,Musim_2,KT_E,V_Hibrida,Tuesday,2023,September,Q3,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2023
LHN_1596,9/13/2023 0:00,6.5,Musim_2,KT_E,V_Hibrida,Wednesday,2023,September,Q3,Musim Tanam 2,Buruk,Tinggi,Musim_2 - 2023
LHN_3466,9/14/2023 0:00,4.4,Musim_2,KT_E,V_Hibrida,Thursday,2023,September,Q3,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2023
LHN_3153,9/16/2023 0:00,5.8,Musim_2,KT_E,V_Hibrida,Saturday,2023,September,Q3,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2023
LHN_4913,9/16/2023 0:00,6.2,Musim_2,KT_E,V_Hibrida,Saturday,2023,September,Q3,Musim Tanam 2,Buruk,Tinggi,Musim_2 - 2023
LHN_4678,9/19/2023 0:00,5.8,Musim_2,KT_E,V_Hibrida,Tuesday,2023,September,Q3,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2023
LHN_2686,9/24/2023 0:00,5.6,Musim_2,KT_E,V_Hibrida,Sunday,2023,September,Q3,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2023
LHN_1209,9/25/2023 0:00,4.6,Musim_2,KT_E,V_Hibrida,Monday,2023,September,Q3,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2023
LHN_1864,9/25/2023 0:00,5.8,Musim_2,KT_E,V_Hibrida,Monday,2023,September,Q3,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2023
LHN_2869,9/26/2023 0:00,5.8,Musim_2,KT_E,V_Hibrida,Tuesday,2023,September,Q3,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2023
LHN_1577,10/6/2023 0:00,5.3,Musim_2,KT_E,V_Hibrida,Friday,2023,October,Q4,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2023
LHN_0879,10/7/2023 0:00,4.7,Musim_2,KT_E,V_Hibrida,Saturday,2023,October,Q4,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2023
LHN_2542,10/8/2023 0:00,6.8,Musim_2,KT_E,V_Hibrida,Sunday,2023,October,Q4,Musim Tanam 2,Buruk,Tinggi,Musim_2 - 2023
LHN_4437,10/10/2023 0:00,6.1,Musim_2,KT_E,V_Hibrida,Tuesday,2023,October,Q4,Musim Tanam 2,Buruk,Tinggi,Musim_2 - 2023
LHN_0317,10/12/2023 0:00,5,Musim_2,KT_E,V_Hibrida,Thursday,2023,October,Q4,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2023
LHN_1414,10/13/2023 0:00,6.7,Musim_2,KT_E,V_Hibrida,Friday,2023,October,Q4,Musim Tanam 2,Buruk,Tinggi,Musim_2 - 2023
LHN_1037,10/13/2023 0:00,6.4,Musim_2,KT_E,V_Hibrida,Friday,2023,October,Q4,Musim Tanam 2,Buruk,Tinggi,Musim_2 - 2023
LHN_2878,10/16/2023 0:00,7.2,Musim_2,KT_E,V_Hibrida,Monday,2023,October,Q4,Musim Tanam 2,Buruk,Tinggi,Musim_2 - 2023
LHN_4301,10/17/2023 0:00,4.8,Musim_2,KT_E,V_Hibrida,Tuesday,2023,October,Q4,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2023
LHN_4552,10/18/2023 0:00,6.3,Musim_2,KT_E,V_Hibrida,Wednesday,2023,October,Q4,Musim Tanam 2,Buruk,Tinggi,Musim_2 - 2023
LHN_0086,10/18/2023 0:00,5.7,Musim_2,KT_E,V_Hibrida,Wednesday,2023,October,Q4,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2023
LHN_3966,10/20/2023 0:00,4.5,Musim_2,KT_E,V_Hibrida,Friday,2023,October,Q4,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2023
LHN_0084,10/21/2023 0:00,5.1,Musim_2,KT_E,V_Hibrida,Saturday,2023,October,Q4,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2023
LHN_1359,10/26/2023 0:00,5.5,Musim_2,KT_E,V_Hibrida,Thursday,2023,October,Q4,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2023
LHN_0962,10/30/2023 0:00,6.9,Musim_2,KT_E,V_Hibrida,Monday,2023,October,Q4,Musim Tanam 2,Buruk,Tinggi,Musim_2 - 2023
LHN_2594,10/30/2023 0:00,7.4,Musim_2,KT_E,V_Hibrida,Monday,2023,October,Q4,Musim Tanam 2,Buruk,Tinggi,Musim_2 - 2023
LHN_0650,11/5/2023 0:00,5.5,Musim_2,KT_E,V_Hibrida,Sunday,2023,November,Q4,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2023
LHN_2292,11/6/2023 0:00,6.3,Musim_2,KT_E,V_Hibrida,Monday,2023,November,Q4,Musim Tanam 2,Buruk,Tinggi,Musim_2 - 2023
LHN_4083,11/6/2023 0:00,6.7,Musim_2,KT_E,V_Hibrida,Monday,2023,November,Q4,Musim Tanam 2,Buruk,Tinggi,Musim_2 - 2023
LHN_3231,11/7/2023 0:00,4.6,Musim_2,KT_E,V_Hibrida,Tuesday,2023,November,Q4,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2023
LHN_3468,11/10/2023 0:00,5.9,Musim_2,KT_E,V_Hibrida,Friday,2023,November,Q4,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2023
LHN_3051,11/11/2023 0:00,5.8,Musim_2,KT_E,V_Hibrida,Saturday,2023,November,Q4,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2023
LHN_3111,11/11/2023 0:00,4.4,Musim_2,KT_E,V_Hibrida,Saturday,2023,November,Q4,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2023
LHN_3817,11/13/2023 0:00,5.4,Musim_2,KT_E,V_Hibrida,Monday,2023,November,Q4,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2023
LHN_4065,11/15/2023 0:00,4.3,Musim_2,KT_E,V_Hibrida,Wednesday,2023,November,Q4,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2023
LHN_0490,11/18/2023 0:00,6.2,Musim_2,KT_E,V_Hibrida,Saturday,2023,November,Q4,Musim Tanam 2,Buruk,Tinggi,Musim_2 - 2023
LHN_1620,11/22/2023 0:00,5.7,Musim_2,KT_E,V_Hibrida,Wednesday,2023,November,Q4,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2023
LHN_4255,11/22/2023 0:00,5.9,Musim_2,KT_E,V_Hibrida,Wednesday,2023,November,Q4,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2023
LHN_0061,11/22/2023 0:00,4.5,Musim_2,KT_E,V_Hibrida,Wednesday,2023,November,Q4,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2023
LHN_1824,11/24/2023 0:00,7,Musim_2,KT_E,V_Hibrida,Friday,2023,November,Q4,Musim Tanam 2,Buruk,Tinggi,Musim_2 - 2023
LHN_2881,11/27/2023 0:00,4.4,Musim_2,KT_E,V_Hibrida,Monday,2023,November,Q4,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2023
LHN_1684,11/27/2023 0:00,5.1,Musim_2,KT_E,V_Hibrida,Monday,2023,November,Q4,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2023
LHN_3429,11/28/2023 0:00,6.5,Musim_2,KT_E,V_Hibrida,Tuesday,2023,November,Q4,Musim Tanam 2,Buruk,Tinggi,Musim_2 - 2023
LHN_2154,11/29/2023 0:00,5,Musim_2,KT_E,V_Hibrida,Wednesday,2023,November,Q4,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2023
LHN_1268,12/2/2023 0:00,4.4,Musim_2,KT_E,V_Hibrida,Saturday,2023,December,Q4,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2023
LHN_1822,12/3/2023 0:00,4.3,Musim_2,KT_E,V_Hibrida,Sunday,2023,December,Q4,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2023
LHN_1926,12/4/2023 0:00,4.3,Musim_2,KT_E,V_Hibrida,Monday,2023,December,Q4,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2023
LHN_1829,12/6/2023 0:00,6.9,Musim_2,KT_E,V_Hibrida,Wednesday,2023,December,Q4,Musim Tanam 2,Buruk,Tinggi,Musim_2 - 2023
LHN_4915,12/7/2023 0:00,6.2,Musim_2,KT_E,V_Hibrida,Thursday,2023,December,Q4,Musim Tanam 2,Buruk,Tinggi,Musim_2 - 2023
LHN_4196,12/8/2023 0:00,7.4,Musim_2,KT_E,V_Hibrida,Friday,2023,December,Q4,Musim Tanam 2,Buruk,Tinggi,Musim_2 - 2023
LHN_4807,12/11/2023 0:00,5.6,Musim_2,KT_E,V_Hibrida,Monday,2023,December,Q4,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2023
LHN_2792,12/12/2023 0:00,4,Musim_2,KT_E,V_Hibrida,Tuesday,2023,December,Q4,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2023
LHN_3189,12/15/2023 0:00,7.1,Musim_2,KT_E,V_Hibrida,Friday,2023,December,Q4,Musim Tanam 2,Buruk,Tinggi,Musim_2 - 2023
LHN_2978,12/15/2023 0:00,4.9,Musim_2,KT_E,V_Hibrida,Friday,2023,December,Q4,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2023
LHN_0160,12/17/2023 0:00,6.4,Musim_2,KT_E,V_Hibrida,Sunday,2023,December,Q4,Musim Tanam 2,Buruk,Tinggi,Musim_2 - 2023
LHN_3496,12/17/2023 0:00,6.5,Musim_2,KT_E,V_Hibrida,Sunday,2023,December,Q4,Musim Tanam 2,Buruk,Tinggi,Musim_2 - 2023
LHN_1291,12/19/2023 0:00,6.2,Musim_2,KT_E,V_Hibrida,Tuesday,2023,December,Q4,Musim Tanam 2,Buruk,Tinggi,Musim_2 - 2023
LHN_1066,12/21/2023 0:00,6.2,Musim_2,KT_E,V_Hibrida,Thursday,2023,December,Q4,Musim Tanam 2,Buruk,Tinggi,Musim_2 - 2023
LHN_1231,12/23/2023 0:00,5.3,Musim_2,KT_E,V_Hibrida,Saturday,2023,December,Q4,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2023
LHN_0766,12/24/2023 0:00,6.1,Musim_2,KT_E,V_Hibrida,Sunday,2023,December,Q4,Musim Tanam 2,Buruk,Tinggi,Musim_2 - 2023
LHN_2307,12/25/2023 0:00,6.6,Musim_2,KT_E,V_Hibrida,Monday,2023,December,Q4,Musim Tanam 2,Buruk,Tinggi,Musim_2 - 2023
LHN_3000,12/30/2023 0:00,6.5,Musim_2,KT_E,V_Hibrida,Saturday,2023,December,Q4,Musim Tanam 2,Buruk,Tinggi,Musim_2 - 2023
LHN_3881,12/31/2023 0:00,6.8,Musim_2,KT_E,V_Hibrida,Sunday,2023,December,Q4,Musim Tanam 2,Buruk,Tinggi,Musim_2 - 2023
LHN_2210,7/3/2024 0:00,6.6,Musim_2,KT_E,V_Hibrida,Wednesday,2024,July,Q3,Musim Tanam 2,Buruk,Tinggi,Musim_2 - 2024
LHN_0544,7/6/2024 0:00,4.7,Musim_2,KT_E,V_Hibrida,Saturday,2024,July,Q3,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2024
LHN_1091,7/6/2024 0:00,6.6,Musim_2,KT_E,V_Hibrida,Saturday,2024,July,Q3,Musim Tanam 2,Buruk,Tinggi,Musim_2 - 2024
LHN_0625,7/7/2024 0:00,6.7,Musim_2,KT_E,V_Hibrida,Sunday,2024,July,Q3,Musim Tanam 2,Buruk,Tinggi,Musim_2 - 2024
LHN_3931,7/8/2024 0:00,7.3,Musim_2,KT_E,V_Hibrida,Monday,2024,July,Q3,Musim Tanam 2,Buruk,Tinggi,Musim_2 - 2024
LHN_0609,7/10/2024 0:00,4.8,Musim_2,KT_E,V_Hibrida,Wednesday,2024,July,Q3,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2024
LHN_4741,7/11/2024 0:00,5.2,Musim_2,KT_E,V_Hibrida,Thursday,2024,July,Q3,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2024
LHN_2427,7/11/2024 0:00,6.2,Musim_2,KT_E,V_Hibrida,Thursday,2024,July,Q3,Musim Tanam 2,Buruk,Tinggi,Musim_2 - 2024
LHN_0306,7/11/2024 0:00,4.7,Musim_2,KT_E,V_Hibrida,Thursday,2024,July,Q3,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2024
LHN_0194,7/12/2024 0:00,4.3,Musim_2,KT_E,V_Hibrida,Friday,2024,July,Q3,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2024
LHN_1664,7/14/2024 0:00,6.7,Musim_2,KT_E,V_Hibrida,Sunday,2024,July,Q3,Musim Tanam 2,Buruk,Tinggi,Musim_2 - 2024
LHN_0349,7/15/2024 0:00,4.5,Musim_2,KT_E,V_Hibrida,Monday,2024,July,Q3,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2024
LHN_0999,7/16/2024 0:00,4.2,Musim_2,KT_E,V_Hibrida,Tuesday,2024,July,Q3,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2024
LHN_1828,7/16/2024 0:00,4.8,Musim_2,KT_E,V_Hibrida,Tuesday,2024,July,Q3,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2024
LHN_0432,7/17/2024 0:00,6.1,Musim_2,KT_E,V_Hibrida,Wednesday,2024,July,Q3,Musim Tanam 2,Buruk,Tinggi,Musim_2 - 2024
LHN_3968,7/17/2024 0:00,7.3,Musim_2,KT_E,V_Hibrida,Wednesday,2024,July,Q3,Musim Tanam 2,Buruk,Tinggi,Musim_2 - 2024
LHN_0889,7/17/2024 0:00,6.5,Musim_2,KT_E,V_Hibrida,Wednesday,2024,July,Q3,Musim Tanam 2,Buruk,Tinggi,Musim_2 - 2024
LHN_3355,7/19/2024 0:00,5.6,Musim_2,KT_E,V_Hibrida,Friday,2024,July,Q3,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2024
LHN_1172,7/20/2024 0:00,4.8,Musim_2,KT_E,V_Hibrida,Saturday,2024,July,Q3,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2024
LHN_2181,7/21/2024 0:00,6.3,Musim_2,KT_E,V_Hibrida,Sunday,2024,July,Q3,Musim Tanam 2,Buruk,Tinggi,Musim_2 - 2024
LHN_0363,7/25/2024 0:00,5.4,Musim_2,KT_E,V_Hibrida,Thursday,2024,July,Q3,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2024
LHN_4583,7/25/2024 0:00,4.1,Musim_2,KT_E,V_Hibrida,Thursday,2024,July,Q3,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2024
LHN_4069,7/25/2024 0:00,4.1,Musim_2,KT_E,V_Hibrida,Thursday,2024,July,Q3,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2024
LHN_3150,8/1/2024 0:00,5.3,Musim_2,KT_E,V_Hibrida,Thursday,2024,August,Q3,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2024
LHN_1816,8/1/2024 0:00,7.1,Musim_2,KT_E,V_Hibrida,Thursday,2024,August,Q3,Musim Tanam 2,Buruk,Tinggi,Musim_2 - 2024
LHN_3197,8/2/2024 0:00,5.1,Musim_2,KT_E,V_Hibrida,Friday,2024,August,Q3,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2024
LHN_1692,8/3/2024 0:00,5.6,Musim_2,KT_E,V_Hibrida,Saturday,2024,August,Q3,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2024
LHN_4689,8/11/2024 0:00,6.1,Musim_2,KT_E,V_Hibrida,Sunday,2024,August,Q3,Musim Tanam 2,Buruk,Tinggi,Musim_2 - 2024
LHN_1271,8/12/2024 0:00,7,Musim_2,KT_E,V_Hibrida,Monday,2024,August,Q3,Musim Tanam 2,Buruk,Tinggi,Musim_2 - 2024
LHN_0789,8/14/2024 0:00,6.3,Musim_2,KT_E,V_Hibrida,Wednesday,2024,August,Q3,Musim Tanam 2,Buruk,Tinggi,Musim_2 - 2024
LHN_4777,8/16/2024 0:00,5.7,Musim_2,KT_E,V_Hibrida,Friday,2024,August,Q3,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2024
LHN_4060,8/17/2024 0:00,5.1,Musim_2,KT_E,V_Hibrida,Saturday,2024,August,Q3,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2024
LHN_0041,8/20/2024 0:00,4.9,Musim_2,KT_E,V_Hibrida,Tuesday,2024,August,Q3,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2024
LHN_3688,8/20/2024 0:00,5.3,Musim_2,KT_E,V_Hibrida,Tuesday,2024,August,Q3,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2024
LHN_4633,8/20/2024 0:00,6.1,Musim_2,KT_E,V_Hibrida,Tuesday,2024,August,Q3,Musim Tanam 2,Buruk,Tinggi,Musim_2 - 2024
LHN_0725,8/21/2024 0:00,4.8,Musim_2,KT_E,V_Hibrida,Wednesday,2024,August,Q3,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2024
LHN_4985,8/21/2024 0:00,6.1,Musim_2,KT_E,V_Hibrida,Wednesday,2024,August,Q3,Musim Tanam 2,Buruk,Tinggi,Musim_2 - 2024
LHN_2319,8/22/2024 0:00,5.9,Musim_2,KT_E,V_Hibrida,Thursday,2024,August,Q3,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2024
LHN_3558,8/22/2024 0:00,7.2,Musim_2,KT_E,V_Hibrida,Thursday,2024,August,Q3,Musim Tanam 2,Buruk,Tinggi,Musim_2 - 2024
LHN_4690,8/23/2024 0:00,7.4,Musim_2,KT_E,V_Hibrida,Friday,2024,August,Q3,Musim Tanam 2,Buruk,Tinggi,Musim_2 - 2024
LHN_1473,8/24/2024 0:00,4.4,Musim_2,KT_E,V_Hibrida,Saturday,2024,August,Q3,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2024
LHN_1320,8/24/2024 0:00,7,Musim_2,KT_E,V_Hibrida,Saturday,2024,August,Q3,Musim Tanam 2,Buruk,Tinggi,Musim_2 - 2024
LHN_3388,8/24/2024 0:00,4.6,Musim_2,KT_E,V_Hibrida,Saturday,2024,August,Q3,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2024
LHN_3531,8/24/2024 0:00,5,Musim_2,KT_E,V_Hibrida,Saturday,2024,August,Q3,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2024
LHN_3409,8/26/2024 0:00,5.9,Musim_2,KT_E,V_Hibrida,Monday,2024,August,Q3,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2024
LHN_1150,8/26/2024 0:00,7.1,Musim_2,KT_E,V_Hibrida,Monday,2024,August,Q3,Musim Tanam 2,Buruk,Tinggi,Musim_2 - 2024
LHN_4341,8/29/2024 0:00,6.5,Musim_2,KT_E,V_Hibrida,Thursday,2024,August,Q3,Musim Tanam 2,Buruk,Tinggi,Musim_2 - 2024
LHN_1764,8/31/2024 0:00,5,Musim_2,KT_E,V_Hibrida,Saturday,2024,August,Q3,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2024
LHN_0776,9/3/2024 0:00,4.2,Musim_2,KT_E,V_Hibrida,Tuesday,2024,September,Q3,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2024
LHN_1640,9/3/2024 0:00,6.5,Musim_2,KT_E,V_Hibrida,Tuesday,2024,September,Q3,Musim Tanam 2,Buruk,Tinggi,Musim_2 - 2024
LHN_1477,9/7/2024 0:00,4.9,Musim_2,KT_E,V_Hibrida,Saturday,2024,September,Q3,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2024
LHN_4327,9/10/2024 0:00,6.7,Musim_2,KT_E,V_Hibrida,Tuesday,2024,September,Q3,Musim Tanam 2,Buruk,Tinggi,Musim_2 - 2024
LHN_3971,9/10/2024 0:00,6,Musim_2,KT_E,V_Hibrida,Tuesday,2024,September,Q3,Musim Tanam 2,Buruk,Tinggi,Musim_2 - 2024
LHN_2611,9/11/2024 0:00,4.8,Musim_2,KT_E,V_Hibrida,Wednesday,2024,September,Q3,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2024
LHN_1182,9/12/2024 0:00,5.3,Musim_2,KT_E,V_Hibrida,Thursday,2024,September,Q3,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2024
LHN_0327,9/17/2024 0:00,5.7,Musim_2,KT_E,V_Hibrida,Tuesday,2024,September,Q3,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2024
LHN_1632,9/17/2024 0:00,5,Musim_2,KT_E,V_Hibrida,Tuesday,2024,September,Q3,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2024
LHN_0639,9/17/2024 0:00,4.9,Musim_2,KT_E,V_Hibrida,Tuesday,2024,September,Q3,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2024
LHN_4317,9/19/2024 0:00,4.5,Musim_2,KT_E,V_Hibrida,Thursday,2024,September,Q3,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2024
LHN_0300,9/19/2024 0:00,7.5,Musim_2,KT_E,V_Hibrida,Thursday,2024,September,Q3,Musim Tanam 2,Buruk,Tinggi,Musim_2 - 2024
LHN_1887,9/19/2024 0:00,5,Musim_2,KT_E,V_Hibrida,Thursday,2024,September,Q3,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2024
LHN_2421,9/19/2024 0:00,5.3,Musim_2,KT_E,V_Hibrida,Thursday,2024,September,Q3,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2024
LHN_3910,9/22/2024 0:00,4.8,Musim_2,KT_E,V_Hibrida,Sunday,2024,September,Q3,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2024
LHN_0556,9/23/2024 0:00,4.4,Musim_2,KT_E,V_Hibrida,Monday,2024,September,Q3,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2024
LHN_1321,9/26/2024 0:00,5.8,Musim_2,KT_E,V_Hibrida,Thursday,2024,September,Q3,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2024
LHN_0634,9/26/2024 0:00,5.6,Musim_2,KT_E,V_Hibrida,Thursday,2024,September,Q3,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2024
LHN_3721,9/26/2024 0:00,5.4,Musim_2,KT_E,V_Hibrida,Thursday,2024,September,Q3,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2024
LHN_2796,9/27/2024 0:00,7.1,Musim_2,KT_E,V_Hibrida,Friday,2024,September,Q3,Musim Tanam 2,Buruk,Tinggi,Musim_2 - 2024
LHN_1865,9/27/2024 0:00,6.4,Musim_2,KT_E,V_Hibrida,Friday,2024,September,Q3,Musim Tanam 2,Buruk,Tinggi,Musim_2 - 2024
LHN_0408,9/28/2024 0:00,4.5,Musim_2,KT_E,V_Hibrida,Saturday,2024,September,Q3,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2024
LHN_4725,9/28/2024 0:00,6.6,Musim_2,KT_E,V_Hibrida,Saturday,2024,September,Q3,Musim Tanam 2,Buruk,Tinggi,Musim_2 - 2024
LHN_4213,10/2/2024 0:00,6.9,Musim_2,KT_E,V_Hibrida,Wednesday,2024,October,Q4,Musim Tanam 2,Buruk,Tinggi,Musim_2 - 2024
LHN_4849,10/2/2024 0:00,6.3,Musim_2,KT_E,V_Hibrida,Wednesday,2024,October,Q4,Musim Tanam 2,Buruk,Tinggi,Musim_2 - 2024
LHN_2985,10/4/2024 0:00,5.8,Musim_2,KT_E,V_Hibrida,Friday,2024,October,Q4,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2024
LHN_1573,10/4/2024 0:00,5.3,Musim_2,KT_E,V_Hibrida,Friday,2024,October,Q4,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2024
LHN_4572,10/8/2024 0:00,6.6,Musim_2,KT_E,V_Hibrida,Tuesday,2024,October,Q4,Musim Tanam 2,Buruk,Tinggi,Musim_2 - 2024
LHN_2440,10/8/2024 0:00,6.4,Musim_2,KT_E,V_Hibrida,Tuesday,2024,October,Q4,Musim Tanam 2,Buruk,Tinggi,Musim_2 - 2024
LHN_4966,10/9/2024 0:00,7.2,Musim_2,KT_E,V_Hibrida,Wednesday,2024,October,Q4,Musim Tanam 2,Buruk,Tinggi,Musim_2 - 2024
LHN_3666,10/9/2024 0:00,4.1,Musim_2,KT_E,V_Hibrida,Wednesday,2024,October,Q4,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2024
LHN_1693,10/13/2024 0:00,4.6,Musim_2,KT_E,V_Hibrida,Sunday,2024,October,Q4,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2024
LHN_3596,10/13/2024 0:00,5.4,Musim_2,KT_E,V_Hibrida,Sunday,2024,October,Q4,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2024
LHN_4150,10/18/2024 0:00,4.5,Musim_2,KT_E,V_Hibrida,Friday,2024,October,Q4,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2024
LHN_4872,10/19/2024 0:00,6.3,Musim_2,KT_E,V_Hibrida,Saturday,2024,October,Q4,Musim Tanam 2,Buruk,Tinggi,Musim_2 - 2024
LHN_0619,10/22/2024 0:00,5,Musim_2,KT_E,V_Hibrida,Tuesday,2024,October,Q4,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2024
LHN_2471,10/23/2024 0:00,5.1,Musim_2,KT_E,V_Hibrida,Wednesday,2024,October,Q4,Musim Tanam 2,Buruk,Sedang,Musim_2 - 2024
